t,gx,gy
0.01245403289794922,0.4914048910140991,0.833010733127594
0.017461061477661133,0.492442786693573,0.8321977853775024
0.02246713638305664,0.4918714463710785,0.8283135294914246
0.027474164962768555,0.4931057989597321,0.829745352268219
0.03248095512390137,0.4913783669471741,0.8308253884315491
0.03748703002929688,0.4899368584156037,0.832007884979248
0.04249405860900879,0.4930580854415894,0.8315664529800415
0.0475001335144043,0.4915898144245148,0.8280829191207886
0.05250716209411621,0.491012841463089,0.8283431529998779
0.057512998580932624,0.4905608296394348,0.8276389837265015
0.06252002716064453,0.4920318722724914,0.8319222927093506
0.06752705574035645,0.489763617515564,0.8332725763320923
0.07253313064575195,0.490798830986023,0.828670859336853
0.07754015922546388,0.4890064895153046,0.8292769193649292
0.08254599571228027,0.4904279708862305,0.829958975315094
0.08755302429199219,0.48985955119133,0.8291036486625671
0.0925590991973877,0.4833189249038696,0.836578905582428
0.0975661277770996,0.4769040048122406,0.8418983817100525
0.10257196426391603,0.4789074659347534,0.8477047085762024
0.10757899284362793,0.4842714667320252,0.8467727899551392
0.11258602142333984,0.4838338494300842,0.8451328277587891
0.11759209632873535,0.4822361767292023,0.8432618975639343
0.12259912490844728,0.4810240566730499,0.8454383611679077
0.12760496139526367,0.4825166761875153,0.8413029909133911
0.1326119899749756,0.4821578860282898,0.841012716293335
0.1376180648803711,0.4830095171928406,0.8426802754402161
0.142625093460083,0.4833039343357086,0.840008556842804
0.14763212203979492,0.4831980168819428,0.8389936089515686
0.15263795852661133,0.4832245111465454,0.8401305079460144
0.15764498710632324,0.4848214983940125,0.8381149768829346
0.16265106201171875,0.4834552705287933,0.8388457298278809
0.16765809059143064,0.4822408258914948,0.8379685282707214
0.17266416549682614,0.4828318655490875,0.8414307832717896
0.17767095565795898,0.4847065210342407,0.8388019800186157
0.1826779842376709,0.4841251075267792,0.8385641574859619
0.1876840591430664,0.4841870963573456,0.8378388285636902
0.19269108772277832,0.4856540560722351,0.8369630575180054
0.19769716262817386,0.4836918115615845,0.8430379033088684
0.20270395278930664,0.4856402873992921,0.8404670357704163
0.20771002769470212,0.4834734201431274,0.837935209274292
0.21271705627441406,0.4849706888198853,0.8400225639343262
0.217724084854126,0.4869877994060517,0.8420953154563904
0.22273015975952148,0.4854567050933838,0.83998042345047
0.2277369499206543,0.4861904084682465,0.8372272253036499
0.2327430248260498,0.4863011837005615,0.8380621671676636
0.2377500534057617,0.4852654933929443,0.8406863212585449
0.24275612831115725,0.485459417104721,0.8428539037704468
0.24776315689086914,0.4843407571315765,0.8363423347473145
0.25276994705200195,0.4865806102752686,0.8382120728492737
0.25777602195739746,0.485436201095581,0.8412198424339294
0.2627830505371094,0.484171450138092,0.8404334783554077
0.2677891254425049,0.4857550859451294,0.8398864269256592
0.2727961540222168,0.4858861565589905,0.8427736163139343
0.2778019905090332,0.4855248928070069,0.841127336025238
0.2828090190887451,0.4858929812908173,0.8458572030067444
0.28781604766845703,0.4870114624500274,0.8396824598312378
0.2928221225738525,0.4856884777545929,0.841079592704773
0.29782915115356445,0.4855836033821106,0.8375818133354187
0.3028349876403809,0.485607236623764,0.8403502702713013
0.3078420162200928,0.4921702146530152,0.8429812788963318
0.3128490447998047,0.5009793639183044,0.83868807554245
0.3178551197052002,0.5034565925598145,0.8341395854949951
0.3228621482849121,0.4988823235034943,0.8258827924728394
0.3278679847717285,0.4969393908977509,0.8290951251983643
0.33287501335144043,0.4925180375576019,0.8366954326629639
0.33788108825683594,0.4956375062465668,0.8328739404678345
0.34288811683654785,0.4940060079097748,0.8277273774147034
0.34789514541625977,0.4940719902515411,0.8296219110488892
0.35290098190307617,0.4963003993034363,0.8289681077003479
0.3579080104827881,0.4928609728813171,0.833824634552002
0.3629140853881836,0.4942557215690613,0.8303507566452026
0.3679211139678955,0.4945193231105805,0.8375005125999451
0.3729269504547119,0.4934611618518829,0.836257815361023
0.37793397903442383,0.4948035180568695,0.8327454924583435
0.3829410076141357,0.4943213164806366,0.8302280306816101
0.3879470825195313,0.4946027994155884,0.831274151802063
0.3929541110992432,0.4971347451210022,0.8317151069641113
0.3979599475860596,0.4936820864677429,0.8317594528198242
0.4029669761657715,0.4972545206546784,0.8328266739845276
0.40797305107116705,0.4944550395011902,0.8309730887413025
0.4129800796508789,0.4938487708568573,0.8329492807388306
0.4179871082305908,0.4955222606658936,0.8359818458557129
0.4229929447174072,0.4959985017776489,0.8294616937637329
0.4279999732971192,0.493861198425293,0.8337531089782715
0.43300604820251465,0.4948897063732147,0.829179048538208
0.43801307678222656,0.4953508377075195,0.8324350714683533
0.4430191516876221,0.4952377080917358,0.8285005688667297
0.448026180267334,0.4965373277664185,0.8340628147125244
0.4530329704284668,0.4950252175331116,0.8314427137374878
0.4580390453338623,0.4939866662025452,0.8327212929725647
0.4630460739135742,0.4949276447296143,0.8350110650062561
0.4680521488189697,0.495870441198349,0.831752598285675
0.4730591773986816,0.4951668083667755,0.8314397931098938
0.4780650138854981,0.4946571588516235,0.8307797312736511
0.48307204246521,0.4944106936454773,0.8323330283164978
0.4880790710449219,0.4958062469959259,0.8316137194633484
0.4930851459503174,0.4930379390716553,0.8288208246231079
0.4980921745300293,0.4959051609039306,0.8306028246879578
0.5030980110168457,0.4960648715496063,0.8337153792381287
0.5081050395965576,0.4957031607627869,0.829041600227356
0.5131111145019531,0.4964666068553925,0.8280630707740784
0.5181181430816649,0.4969670176506042,0.8308266401290894
0.5231251716613771,0.4960935711860657,0.8264603614807129
0.5281310081481934,0.4940924346446991,0.8333231210708618
0.5331380367279053,0.4948143661022186,0.8333995938301086
0.5381441116333008,0.4947684109210968,0.8291551470756531
0.5431511402130127,0.4952989220619202,0.8261587023735046
0.5481569766998291,0.4938460290431976,0.8278456926345825
0.553164005279541,0.4951415956020355,0.8296269178390503
0.5581710338592529,0.4957979917526245,0.8322935700416565
0.5631771087646484,0.4959223568439484,0.8348022699356079
0.5681841373443604,0.4956165254116058,0.8318722248077393
0.5731899738311768,0.4966835379600525,0.8316692113876343
0.5781970024108887,0.4965308308601379,0.8311417102813721
0.5832030773162842,0.4965662062168121,0.8288503289222717
0.5882101058959961,0.497120350599289,0.8308786153793335
0.593217134475708,0.4958107769489288,0.833061695098877
0.5982229709625244,0.4926679730415344,0.8384931087493896
0.6032299995422363,0.4845906496047974,0.843079149723053
0.6082360744476318,0.4759272634983063,0.8510341644287109
0.6132431030273438,0.4790844023227692,0.8554346561431885
0.6182491779327393,0.4823416769504547,0.8568775653839111
0.6232559680938721,0.4838017523288727,0.8534730076789856
0.628262996673584,0.4846025407314301,0.8508619666099548
0.6332690715789795,0.4829632043838501,0.8538427948951721
0.6382761001586914,0.4822715520858765,0.8538787961006165
0.6432821750640869,0.4813026487827301,0.8461726903915405
0.6482889652252197,0.4817951917648315,0.8540217280387878
